,q1,q2,is_duplicate
5530,What are you doing?,What is the name of the a cappella group led by Eric Burdon and the New Christy Minstrels?,0
7829,What is the name of the company that operates a supermarket that is located in a city?,The name of the supermarket is what?,1
7310,What is the name of the nut used for the manufacture of peanut butter?,What was the name of the magazine published by William Randolph Hearst?,0
2646,Why did Burke go to Paris?,Where did Burke go to meet?,1
4119,What word is used to describe a person who does not like change or new things?,What is a conservative?,1
1685,What is the name of the musical instrument invented by George Frideric Handel?,What is the name of the game in which two players try to avoid a falling ball?,0
1060,Why do you think the Queen has the most fans?,What does a random question do?,0
873,How long were the Soviet Union and Germany under the Nazis?,What two countries were ruled by the Nazis?,1
5712,How many chromosomes are there in an octopus?,Why are there so many people with the same name?,0
2986,What is the name of the area that contains Paris?,What is the relationship between a horse and a dog?,0
5452,What is the name for the set of behavioural traits that can be developed or strengthened by an individual through observing a specific situation?,Which is not a trait: impulsiveness or risk-taking?,1
6853,Which word describes the act of randomly selecting a number between 1 and 100?,What is a type of slang originating from the Dutch language?,0
664,"What is a tense, long, often repeated, question?",What is a rhetorical question?,1
5598,How many planets did Neptune have?,How many boroughs does London have?,1
6807,What is the name of the space where a star is formed?,What is the name of the space in which a star is formed?,1
6897,What is the most basic way to make a dandelion clock?,How do you name an animal that is unable to speak?,0
2444,How many boroughs are in the city of London?,What are you currently studying?,0
2330,What did the first man on the moon do?,How do you spell 'pheromone'?,0
6763,What is the name of the governing body in charge of the government of Bermuda?,How many atoms make up a molecule?,0
5056,"Who wrote ""Painter of the World""?",Who wrote the novel Mary Poppins?,1
5454,What is the name of the town in Nigeria where the Nigerian Football League is based?,What is Nigeria's largest city?,1
2018,What is the name of the person who threw a baseball?,"What does the Latin word ""terris"" mean in English?",0
4315,How many countries are on the euro?,Which country adopted the euro first?,1
4658,"What does the Chinese word ""chunyun"" mean?","Where is ""chunyun"" found in a Chinese sentence?",1
4549,"Which of the following is not a monetary unit: real, virtual, or social?",What is a random event?,0
3172,"How many people did Kanye West kill in the video for ""Only When I Dance""?",Who took over from him?,1
7485,What did the first astronauts do after returning from the moon?,Did they get a welcome home party from the President?,1
3570,How many syllables are in the Greek word 'Hebe'?,What was the name of the group of people who used to take care of horses in a zoo?,0
6990,"What does the letter ""l"" stand for in a computer?",What is the name of the group whose music is featured on the album 'Atomic Bomb'?,0
1751,How many players were in the game of football when the first goals were scored?,How many players were in the game when the first goals were scored?,1
3641,What is the name of the fictional country featured in The Hobbit?,What is the name of the country in The Hobbit?,1
2408,What was the name of the company that bought the Marvel comics from Time Warner?,Who wrote the story of the Monkey's Paw?,0
2913,What is the name of the city that is in the center of Nigeria?,Who did Nigeria defeat in the final of the 2006 FIFA World Cup?,1
811,What was 'Mr. Smith Goes to Washington' about?,Where was the convention of the Continental Congress held?,1
3758,Which is the third letter of the Greek alphabet?,What letter of the Greek alphabet can be added to the end of a word?,1
5336,"What is the name for the process by which a compound changes from a solid to a liquid, or a gas to a vapor?",What are some reasons the Japanese are a nation?,0
